;	V3 text file written for MicroBrightField products.
  ( -183.81  6640.81  1170.25     2.80)  ;  1, 180
  ( -187.05  6663.86  1175.35     2.80)  ;  1, 181
  ( -200.27  6728.82  1191.81     2.80)  ;  1, 182
  ( -204.53  6780.30  1201.68     2.80)  ;  1, 183
  ( -201.33  6827.28  1207.07     2.80)  ;  1, 184
  ( -190.20  6889.21  1210.66     2.80)  ;  1, 185
  ( -174.04  6946.42  1210.98     2.80)  ;  1, 186
  ( -154.45  6975.39  1205.31     2.80)  ;  1, 187
  ( -121.21  7028.94  1196.36     2.80)  ;  1, 188
  (  -91.76  7088.62  1190.36     2.80)  ;  1, 189
  (  -71.86  7110.94  1183.55     2.80)  ;  1, 190
  (  -65.52  7137.44  1184.28     2.80)  ;  1, 191
  (  -46.64  7152.10  1176.84     2.80)  ;  1, 192
  (    8.71  7232.26  1160.59     2.80)  ;  1, 193
  (   49.04  7291.62  1148.90     2.80)  ;  1, 194
  (   80.51  7326.85  1138.11     2.80)  ;  1, 195
  (  136.72  7348.73  1112.71     2.80)  ;  1, 196
  (  194.29  7366.84  1086.05     2.80)  ;  1, 197
  (  229.25  7406.28  1074.11     2.80)  ;  1, 198
  (  261.10  7431.16  1061.59     2.80)  ;  1, 199
  (  299.85  7467.04  1047.19     2.80)  ;  1, 200
  (  342.62  7491.62  1029.04     2.80)  ;  1, 201
  (  366.79  7493.78  1017.04     2.80)  ;  1, 202
  (  369.67  7481.07  1013.67     2.80)  ;  1, 203
  (  384.08  7484.95  1006.90     2.80)  ;  1, 204
  (  426.31  7525.03   991.35     2.80)  ;  1, 205
  (  452.16  7548.08   981.61     2.80)  ;  1, 206
  (  463.79  7562.09   977.77     2.80)  ;  1, 207
  (  487.23  7564.24   966.14     2.80)  ;  1, 208
  (  503.73  7543.67   954.64     2.80)  ;  1, 209
  (  528.96  7549.82   942.69     2.80)  ;  1, 210
  (  572.11  7564.05   922.81     2.80)  ;  1, 211
  (  609.16  7579.02   906.15     2.80)  ;  1, 212
  (  625.81  7588.30   899.04     2.80)  ;  1, 213
  (  628.65  7610.59   900.92     2.80)  ;  1, 214
  (  612.25  7628.58   911.99     2.80)  ;  1, 215
  (  602.37  7667.89   922.90     2.80)  ;  1, 216
  (  581.60  7672.53   934.19     2.80)  ;  1, 217
  (  584.45  7694.82   936.07     2.80)  ;  1, 218
  (  614.94  7723.47   924.80     2.80)  ;  1, 219
  (  649.40  7743.41   910.21     2.80)  ;  1, 220
  (  668.65  7747.73   901.03     2.80)  ;  1, 221
  (  704.47  7728.89   879.94     2.80)  ;  1, 222
  (  720.69  7716.08   869.75     2.80)  ;  1, 223
  (  757.56  7736.23   853.95     2.80)  ;  1, 224
  (  794.88  7743.44   836.00     2.80)  ;  1, 225
  (  851.21  7727.74   804.91     2.80)  ;  1, 226
  (  883.29  7712.46   786.26     2.80)  ;  1, 227
  (  899.74  7726.89   780.03     2.80)  ;  1, 228
  (  931.17  7729.69   764.41     2.80)  ;  1, 229
  (  955.86  7751.34   755.06     2.80)  ;  1, 230
  (  976.09  7762.24   746.38     2.80)  ;  1, 231
  ( 1028.32  7827.84   729.54     2.80)  ;  1, 232
  ( 1063.20  7869.86   718.02     2.80)  ;  1, 233
  ( 1110.38  7907.79   699.74     2.80)  ;  1, 234
  ( 1151.53  7943.88   684.15     2.80)  ;  1, 235
  ( 1195.44  7979.32   667.05     2.80)  ;  1, 236
  ( 1225.51  7985.90   652.69     2.80)  ;  1, 237
  ( 1257.01  8021.13   641.89     2.80)  ;  1, 238
  ( 1284.29  8037.84   630.47     2.80)  ;  1, 239
  ( 1315.07  8058.74   617.90     2.80)  ;  1, 240
  ( 1340.84  8084.38   608.59     2.80)  ;  1, 241
  ( 1359.62  8101.62   601.59     2.80)  ;  1, 242
  ( 1390.41  8122.53   589.00     2.80)  ;  1, 243
  ( 1438.90  8156.69   569.38     2.80)  ;  1, 244
  ( 1472.90  8189.55   556.95     2.80)  ;  1, 245
  ( 1503.95  8202.70   543.08     2.80)  ;  1, 246
  ( 1543.15  8225.64   526.51     2.80)  ;  1, 247
  ( 1584.14  8231.91   506.54     2.80)  ;  1, 248
  ( 1599.57  8207.35   494.99     2.80)  ;  1, 249
  ( 1624.13  8164.17   476.00     2.80)  ;  1, 250
  ( 1659.63  8120.65   451.39     2.80)  ;  1, 251
  ( 1723.08  8040.74   407.06     2.80)  ;  1, 252
  ( 1776.32  7975.47   370.15     2.80)  ;  1, 253
  ( 1827.05  7912.59   334.86     2.80)  ;  1, 254
  ( 1898.02  7825.57   285.64     2.80)  ;  1, 255
  ( 1953.07  7743.60   245.30     2.80)  ;  1, 256
  ( 2009.27  7663.04   204.58     2.80)  ;  1, 257
  ( 2049.54  7587.54   172.75     2.80)  ;  1, 258
  ( 2085.39  7533.68   146.40     2.80)  ;  1, 259
  ( 2137.74  7459.26   108.57     2.80)  ;  1, 260
  ( 2175.45  7421.14    83.63     2.80)  ;  1, 261
  ( 2243.25  7353.40    38.91     2.80)  ;  1, 262
  ( 2296.62  7250.56    -3.69     2.80)  ;  1, 263
  ( 2348.84  7111.28   -51.16     2.80)  ;  1, 264
  ( 2394.52  6985.69   -93.25     2.80)  ;  1, 265
  ( 2446.53  6886.60  -134.60     2.80)  ;  1, 266
  ( 2462.96  6833.61  -150.91     2.80)  ;  1, 267
  ( 2490.07  6753.04  -176.79     2.80)  ;  1, 268
  ( 2476.93  6712.97  -176.07     2.80)  ;  1, 269
  ( 2506.25  6672.80  -197.05     2.80)  ;  1, 270
  ( 2533.30  6662.24  -212.43     2.80)  ;  1, 271
  ( 2591.77  6654.50  -243.40     2.80)  ;  1, 272
  ( 2601.46  6620.35  -253.46     2.80)  ;  1, 273
  ( 2591.68  6554.65  -258.30     2.80)  ;  1, 274
  ( 2615.53  6497.13  -279.06     2.80)  ;  1, 275
  ( 2631.17  6432.41  -296.73     2.80)  ;  1, 276
  ( 2624.40  6383.82  -300.54     2.80)  ;  1, 277
  ( 2656.22  6341.27  -323.14     2.80)  ;  1, 278
  ( 2682.60  6281.40  -345.55     2.80)  ;  1, 279
  ( 2717.20  6197.75  -375.61     2.80)  ;  1, 280
  ( 2768.84  6108.99  -415.22     2.80)  ;  1, 281
  ( 2819.32  6018.85  -454.46     2.80)  ;  1, 282
  ( 2882.23  5954.45  -496.19     2.80)  ;  1, 283
  ( 2929.83  5877.01  -532.05     2.80)  ;  1, 284
  ( 2972.05  5814.65  -562.91     2.80)  ;  1, 285
  ( 2997.42  5783.21  -580.56     2.80)  ;  1, 286
  ( 3042.67  5737.97  -610.41     2.80)  ;  1, 287
  ( 3080.85  5686.92  -637.52     2.80)  ;  1, 288
  ( 3098.08  5645.68  -652.47     2.80)  ;  1, 289
  ( 3121.23  5573.82  -675.04     2.80)  ;  1, 290
  ( 3140.54  5508.12  -694.71     2.80)  ;  1, 291
  ( 3148.01  5468.59  -704.42     2.80)  ;  1, 292
  ( 3157.63  5402.03  -719.30     2.80)  ;  1, 293
  ( 3186.57  5372.19  -738.53     2.80)  ;  1, 294
  ( 3201.57  5325.57  -753.15     2.80)  ;  1, 295
  ( 3211.39  5253.82  -768.89     2.80)  ;  1, 296
  ( 3217.43  5220.64  -776.92     2.80)  ;  1, 297
  ( 3228.73  5174.96  -789.53     2.80)  ;  1, 298
  ( 3244.10  5114.35  -806.44     2.80)  ;  1, 299
  ( 3289.05  5009.44  -845.05     2.80)  ;  1, 300
  ( 3320.71  4937.07  -872.03     2.80)  ;  1, 301
  ( 3349.32  4882.57  -894.78     2.80)  ;  1, 302
  ( 3364.55  4863.18  -905.44     2.80)  ;  1, 303
  ( 3383.74  4835.07  -919.44     2.80)  ;  1, 304
  ( 3410.26  4805.03  -937.46     2.80)  ;  1, 305
  ( 3448.45  4753.99  -964.57     2.80)  ;  1, 306
  ( 3475.52  4708.42  -985.20     2.80)  ;  1, 307
  ( 3490.05  4674.70  -997.66     2.80)  ;  1, 308
  ( 3480.38  4673.83  -992.85     2.80)  ;  1, 309
  ( 3453.43  4681.80  -977.91     2.80)  ;  1, 310
  ( 3466.70  4649.28  -989.55     2.80)  ;  1, 311
  ( 3506.23  4594.46 -1017.91     2.80)  ;  1, 312
  ( 3568.47  4480.73 -1066.68     2.80)  ;  1, 313
  ( 3628.01  4374.52 -1112.93     2.80)  ;  1, 314
  ( 3672.83  4307.22 -1145.86     2.80)  ;  1, 315
  ( 3709.23  4237.85 -1174.80     2.80)  ;  1, 316
  ( 3733.11  4180.33 -1195.59     2.80)  ;  1, 317
  ( 3758.21  4121.63 -1217.18     2.80)  ;  1, 318
  ( 3749.37  4097.50 -1216.28     2.80)  ;  1, 319
  ( 3753.44  4051.18 -1225.27     2.80)  ;  1, 320
  ( 3771.01  3978.77 -1244.96     2.80)  ;  1, 321
  ( 3770.70  3919.09 -1253.72     2.80)  ;  1, 322
  ( 3768.58  3876.12 -1259.07     2.80)  ;  1, 323
  ( 3765.13  3836.91 -1263.17     2.80)  ;  1, 324
  ( 3772.93  3822.04 -1269.38     2.80)  ;  1, 325
  ( 3797.74  3806.11 -1284.41     2.80)  ;  1, 326
  ( 3815.76  3776.59 -1298.03     2.80)  ;  1, 327
  ( 3825.92  3729.52 -1310.25     2.80)  ;  1, 328
  ( 3833.44  3619.97 -1330.46     2.80)  ;  1, 329
  ( 3847.30  3536.93 -1349.95     2.80)  ;  1, 330
  ( 3850.23  3454.20 -1363.83     2.80)  ;  1, 331
  ( 3871.78  3393.87 -1383.84     2.80)  ;  1, 332
  ( 3908.31  3286.92 -1418.48     2.80)  ;  1, 333
  ( 3919.04  3189.34 -1438.54     2.80)  ;  1, 334
  ( 3913.43  3142.15 -1442.74     2.80)  ;  1, 335
  ( 3905.97  3079.24 -1448.34     2.80)  ;  1, 336
  ( 3895.91  3021.29 -1451.88     2.80)  ;  1, 337
  ( 3888.52  2955.79 -1457.90     2.80)  ;  1, 338
  ( 3871.73  2916.69 -1455.19     2.80)  ;  1, 339
  ( 3827.03  2880.26 -1437.84     2.80)  ;  1, 340
  ( 3804.11  2876.91 -1426.64     2.80)  ;  1, 341
  ( 3780.74  2886.50 -1413.28     2.80)  ;  1, 342
  ( 3770.61  2898.55 -1406.31     2.80)  ;  1, 343
  ( 3747.42  2902.96 -1393.83     2.80)  ;  1, 344
  ( 3724.87  2889.28 -1384.36     2.80)  ;  1, 345
  ( 3689.59  2892.61 -1365.88     2.80)  ;  1, 346
  ( 3641.25  2888.29 -1341.85     2.80)  ;  1, 347
  ( 3622.65  2865.88 -1335.72     2.80)  ;  1, 348
  ( 3598.97  2815.79 -1331.13     2.80)  ;  1, 349
  ( 3573.38  2784.97 -1322.69     2.80)  ;  1, 350
  ( 3562.31  2755.46 -1321.45     2.80)  ;  1, 351
  ( 3546.67  2717.75 -1319.11     2.80)  ;  1, 352
  ( 3522.92  2635.23 -1319.34     2.80)  ;  1, 353
  ( 3477.82  2540.41 -1310.40     2.80)  ;  1, 354
  ( 3441.01  2450.26 -1305.11     2.80)  ;  1, 355
  ( 3411.45  2360.73 -1303.43     2.80)  ;  1, 356
  ( 3399.03  2334.98 -1300.94     2.80)  ;  1, 357
  ( 3335.11  2194.94 -1289.28     2.80)  ;  1, 358
  ( 3287.99  2122.00 -1276.15     2.80)  ;  1, 359
  ( 3228.60  2053.16 -1256.15     2.80)  ;  1, 360
  ( 3119.79  1976.01 -1212.18     2.80)  ;  1, 361
  ( 3045.34  1921.37 -1182.38     2.80)  ;  1, 362
  ( 3002.47  1899.39 -1163.79     2.80)  ;  1, 363
  ( 2964.35  1880.42 -1147.18     2.80)  ;  1, 364
  ( 2907.99  1828.71 -1126.16     2.80)  ;  1, 365
  ( 2865.68  1791.20 -1110.19     2.80)  ;  1, 366
  ( 2771.57  1736.43 -1070.27     2.80)  ;  1, 367
  ( 2678.31  1699.57 -1028.21     2.80)  ;  1, 368
  ( 2600.71  1665.40  -993.74     2.80)  ;  1, 369
  ( 2526.52  1638.02  -959.99     2.80)  ;  1, 370
  ( 2486.78  1630.58  -940.82     2.80)  ;  1, 371
  ( 2441.49  1608.38  -921.04     2.80)  ;  1, 372
  ( 2360.45  1535.00  -890.67     2.80)  ;  1, 373
  ( 2286.88  1489.53  -859.95     2.80)  ;  1, 374
  ( 2229.60  1463.67  -834.60     2.80)  ;  1, 375
  ( 2188.05  1472.92  -812.01     2.80)  ;  1, 376
  ( 2164.22  1495.43  -796.49     2.80)  ;  1, 377
  ( 2109.18  1474.95  -771.47     2.80)  ;  1, 378
  ( 2027.98  1448.20  -733.95     2.80)  ;  1, 379
  ( 1975.08  1435.69  -708.84     2.80)  ;  1, 380
  ( 1914.59  1397.87  -683.64     2.80)  ;  1, 381
  ( 1820.35  1354.44  -642.05     2.80)  ;  1, 382
  ( 1702.92  1315.41  -587.99     2.80)  ;  1, 383
  ( 1585.58  1273.81  -534.35     2.80)  ;  1, 384
  ( 1466.53  1246.31  -477.72     2.80)  ;  1, 385
  ( 1363.94  1233.26  -427.35     2.80)  ;  1, 386
  ( 1289.28  1218.80  -391.43     2.80)  ;  1, 387
  ( 1166.94  1183.57  -334.29     2.80)  ;  1, 388
  ( 1076.98  1156.07  -292.50     2.80)  ;  1, 389
  (  993.55  1149.90  -250.86     2.80)  ;  1, 390
  (  926.05  1138.68  -218.11     2.80)  ;  1, 391
  (  960.44  1126.20  -237.53     2.80)  ;  1, 392
  ( 1050.24  1123.85  -283.69     2.80)  ;  1, 393
  ( 1139.49  1137.01  -327.24     2.80)  ;  1, 394
  ( 1225.53  1138.22  -370.95     2.80)  ;  1, 395
  ( 1306.19  1154.50  -409.66     2.80)  ;  1, 396
  ( 1376.28  1160.76  -444.49     2.80)  ;  1, 397
  ( 1521.31  1173.73  -516.54     2.80)  ;  1, 398
  ( 1612.80  1192.28  -560.42     2.80)  ;  1, 399
  ( 1713.59  1222.04  -607.39     2.80)  ;  1, 400
  ( 1809.35  1256.53  -651.09     2.80)  ;  1, 401
  ( 1946.36  1324.52  -710.81     2.80)  ;  1, 402
  ( 2032.10  1368.51  -747.97     2.80)  ;  1, 403
  ( 2139.77  1409.25  -796.80     2.80)  ;  1, 404
  ( 2190.07  1426.70  -819.85     2.80)  ;  1, 405
  ( 2310.44  1449.10  -877.81     2.80)  ;  1, 406
  ( 2419.77  1443.31  -934.45     2.80)  ;  1, 407
  ( 2484.78  1421.88  -970.81     2.80)  ;  1, 408
  ( 2528.78  1480.28  -984.53     2.80)  ;  1, 409
  ( 2570.64  1530.70  -998.34     2.80)  ;  1, 410
  ( 2618.16  1558.29 -1018.46     2.80)  ;  1, 411
  ( 2676.61  1585.56 -1044.19     2.80)  ;  1, 412
  ( 2755.42  1653.54 -1074.24     2.80)  ;  1, 413
  ( 2861.72  1733.06 -1116.56     2.80)  ;  1, 414
  ( 2977.68  1813.45 -1163.70     2.80)  ;  1, 415
  ( 3073.21  1886.72 -1201.47     2.80)  ;  1, 416
  ( 3130.58  1910.00 -1227.25     2.80)  ;  1, 417
  ( 3225.46  1935.34 -1271.86     2.80)  ;  1, 418
  ( 3305.14  1945.06 -1311.06     2.80)  ;  1, 419
  ( 3398.42  1946.90 -1358.38     2.80)  ;  1, 420
  ( 3538.01  1942.52 -1430.24     2.80)  ;  1, 421
  ( 3592.08  1956.43 -1455.74     2.80)  ;  1, 422
  ( 3643.29  1948.04 -1483.11     2.80)  ;  1, 423
  ( 3686.64  1922.10 -1509.11     2.80)  ;  1, 424
  ( 3720.06  1903.03 -1529.01     2.80)  ;  1, 425
  ( 3793.06  1861.58 -1572.45     2.80)  ;  1, 426
  ( 3845.38  1822.17 -1605.04     2.80)  ;  1, 427
  ( 3890.69  1809.36 -1630.06     2.80)  ;  1, 428
  ( 3974.28  1742.92 -1682.64     2.80)  ;  1, 429
  ( 4014.24  1710.18 -1707.92     2.80)  ;  1, 430
  ( 4051.42  1722.56 -1724.92     2.80)  ;  1, 431
  ( 4102.18  1727.11 -1750.14     2.80)  ;  1, 432
  ( 4137.17  1731.53 -1767.34     2.80)  ;  1, 433
  ( 4203.35  1715.84 -1803.44     2.80)  ;  1, 434
  ( 4239.43  1724.25 -1820.59     2.80)  ;  1, 435
  ( 4263.88  1718.66 -1833.89     2.80)  ;  1, 436
  ( 4287.11  1679.24 -1851.64     2.80)  ;  1, 437
  ( 4304.04  1645.73 -1865.29     2.80)  ;  1, 438
  ( 4324.57  1613.86 -1880.53     2.80)  ;  1, 439
  ( 4328.46  1572.72 -1888.66     2.80)  ;  1, 440
